"GTA";"Data";"Finalidade";"Machos";"Femeas";"Codigo_Propriedade_Origem";"Propriedade_Origem";"Lat_or";"Long_or";"IBGE_origem";"Municipio_origem";"Codigo_Propriedade_Destino";"Propriedade_Destino";"Lat_de";"Long_de";"IBGE_destino";"Municipio_destino";"Especie"
18277;"6/8/2015";"REPRODUCAO";1;18;577174;"Propriedade Drew";-21.8250165875135;-54.9079435054564;5007208;"Rio Brilhante";585178;"Propriedade Lorinda";-21.1432488679688;-53.9892160787474;5002704;"Campo Grande";"Bovinos"
19474;"25/4/2015";"REPRODUCAO";94;96;539882;"Propriedade Victorina";-20.8152154331861;-55.0177380494215;5007208;"Rio Brilhante";585178;"Propriedade Lorinda";-21.1432488679688;-53.9892160787474;5002704;"Campo Grande";"Bovinos"
17162;"7/2/2015";"REPRODUCAO";9;28;530054;"Propriedade Ileana";-21.4882924751448;-54.8901702156635;5007208;"Rio Brilhante";585178;"Propriedade Lorinda";-21.1432488679688;-53.9892160787474;5002704;"Campo Grande";"Bovinos"
16438;"19/7/2015";"REPRODUCAO";6;44;511075;"Propriedade Shantell";-21.5465616449212;-54.6327963819003;5007901;"Sidrolândia";585178;"Propriedade Lorinda";-21.1432488679688;-53.9892160787474;5002704;"Campo Grande";"Bovinos"
15861;"18/5/2015";"REPRODUCAO";62;58;578350;"Propriedade Yolanda";-21.7732077373546;-54.5201181224485;5005400;"Maracaju";585178;"Propriedade Lorinda";-21.1432488679688;-53.9892160787474;5002704;"Campo Grande";"Bovinos"
22008;"31/10/2015";"REPRODUCAO";5;19;568885;"Propriedade Xiao";-21.742129613055;-54.5044991748183;5007208;"Rio Brilhante";585178;"Propriedade Lorinda";-21.1432488679688;-53.9892160787474;5002704;"Campo Grande";"Bovinos"
26184;"13/11/2015";"ENGORDA";3;25;541073;"Propriedade Deana";-20.5883140326541;-54.4825152623993;5008008;"Terenos";585178;"Propriedade Lorinda";-21.1432488679688;-53.9892160787474;5002704;"Campo Grande";"Bovinos"
13914;"24/4/2015";"REPRODUCAO";32;1;506584;"Propriedade Echo";-21.4891666575102;-53.7261911483428;5002704;"Campo Grande";585178;"Propriedade Lorinda";-21.1432488679688;-53.9892160787474;5002704;"Campo Grande";"Bovinos"
25405;"7/3/2015";"ENGORDA";561;114;585178;"Propriedade Lorinda";-21.1432488679688;-53.9892160787474;5002704;"Campo Grande";552561;"Propriedade Lanora";-21.3879012050787;-54.8797103341162;5007901;"Sidrolândia";"Bovinos"
16203;"28/6/2015";"ENGORDA";8;7;562626;"Propriedade Suzan";-22.1089206040813;-55.0591490058264;5003702;"Dourados";585548;"Propriedade Juliette";-22.2225887426864;-54.7934793559;5003702;"Dourados";"Bovinos"
19466;"2/8/2015";"ENGORDA";2;9;529008;"Propriedade Torie";-21.9448823615363;-54.4966370593997;5003504;"Douradina";585548;"Propriedade Juliette";-22.2225887426864;-54.7934793559;5003702;"Dourados";"Bovinos"
13703;"11/5/2015";"ENGORDA";1;9;588002;"Propriedade Morris";-21.2856181914815;-55.1681427197923;5007901;"Sidrolândia";585548;"Propriedade Juliette";-22.2225887426864;-54.7934793559;5003702;"Dourados";"Bovinos"
16555;"19/9/2015";"REPRODUCAO";18;5;542993;"Propriedade Winona";-22.0798577271745;-55.3715838417288;5003702;"Dourados";585548;"Propriedade Juliette";-22.2225887426864;-54.7934793559;5003702;"Dourados";"Bovinos"
20336;"9/1/2015";"REPRODUCAO";10;9;554244;"Propriedade Catheryn";-22.1528658183529;-54.4739640773534;5007208;"Rio Brilhante";585548;"Propriedade Juliette";-22.2225887426864;-54.7934793559;5003702;"Dourados";"Bovinos"
28342;"22/6/2015";"ENGORDA";2;8;516110;"Propriedade Leia";-21.7011180115857;-55.2508634728894;5005400;"Maracaju";585548;"Propriedade Juliette";-22.2225887426864;-54.7934793559;5003702;"Dourados";"Bovinos"
13844;"6/6/2015";"REPRODUCAO";87;11;549792;"Propriedade Nathalie";-21.131524236655;-54.143352917182;5002704;"Campo Grande";585548;"Propriedade Juliette";-22.2225887426864;-54.7934793559;5003702;"Dourados";"Bovinos"
28315;"25/5/2015";"ENGORDA";66;21;555035;"Propriedade Iris";-20.5697177357156;-53.403253629476;5007109;"Ribas do Rio Pardo";585548;"Propriedade Juliette";-22.2225887426864;-54.7934793559;5003702;"Dourados";"Bovinos"
16817;"3/9/2015";"ENGORDA";8;18;554477;"Propriedade Petra";-21.7176126410238;-55.3673951985251;5007208;"Rio Brilhante";585548;"Propriedade Juliette";-22.2225887426864;-54.7934793559;5003702;"Dourados";"Bovinos"
29003;"30/4/2015";"REPRODUCAO";9;1;566219;"Propriedade Claudie";-21.9420303795693;-55.3367637847218;5004502;"Itaporã";585548;"Propriedade Juliette";-22.2225887426864;-54.7934793559;5003702;"Dourados";"Bovinos"
18921;"3/10/2015";"ENGORDA";4;10;555161;"Propriedade Brian";-21.0917304433689;-56.0321363227437;5005400;"Maracaju";585548;"Propriedade Juliette";-22.2225887426864;-54.7934793559;5003702;"Dourados";"Bovinos"
15140;"10/4/2015";"ENGORDA";3;26;533458;"Propriedade Coral";-21.4445300938321;-56.1462411664066;5005806;"Nioaque";585548;"Propriedade Juliette";-22.2225887426864;-54.7934793559;5003702;"Dourados";"Bovinos"
26308;"12/1/2015";"REPRODUCAO";4;11;509222;"Propriedade Cathy";-21.6316889096741;-55.160725453645;5007208;"Rio Brilhante";585548;"Propriedade Juliette";-22.2225887426864;-54.7934793559;5003702;"Dourados";"Bovinos"
27828;"4/12/2015";"ENGORDA";6;4;550344;"Propriedade Heather";-19.6549540188298;-54.7666639217612;5008008;"Terenos";532483;"Propriedade Debbi";-21.8452424826364;-54.8787487361324;5007208;"Rio Brilhante";"Bovinos"
16412;"4/5/2015";"ENGORDA";9;1;570615;"Propriedade Chin";-21.0941020777809;-54.7495470673526;5007901;"Sidrolândia";576750;"Propriedade Chery";-22.1325862946779;-54.620536660415;5007208;"Rio Brilhante";"Bovinos"
15891;"28/6/2015";"ENGORDA";66;234;570615;"Propriedade Chin";-21.0941020777809;-54.7495470673526;5007901;"Sidrolândia";576750;"Propriedade Chery";-22.1325862946779;-54.620536660415;5007208;"Rio Brilhante";"Bovinos"
20381;"6/1/2015";"ENGORDA";16;6;581641;"Propriedade Thuy";-19.6362079412364;-54.5696873234626;5007307;"Rio Negro";570615;"Propriedade Chin";-21.0941020777809;-54.7495470673526;5007901;"Sidrolândia";"Bovinos"
27737;"24/4/2015";"ENGORDA";12;13;581641;"Propriedade Thuy";-19.6362079412364;-54.5696873234626;5007307;"Rio Negro";570615;"Propriedade Chin";-21.0941020777809;-54.7495470673526;5007901;"Sidrolândia";"Bovinos"
11705;"24/4/2015";"ENGORDA";7;18;516953;"Propriedade Arden";-20.8130032975984;-55.2441409938449;5003488;"Dois Irmãos do Buriti";570615;"Propriedade Chin";-21.0941020777809;-54.7495470673526;5007901;"Sidrolândia";"Bovinos"
12495;"12/1/2015";"ENGORDA";58;252;576750;"Propriedade Chery";-22.1325862946779;-54.620536660415;5007208;"Rio Brilhante";570615;"Propriedade Chin";-21.0941020777809;-54.7495470673526;5007901;"Sidrolândia";"Bovinos"
22627;"11/5/2015";"ENGORDA";6;14;581641;"Propriedade Thuy";-19.6362079412364;-54.5696873234626;5007307;"Rio Negro";570615;"Propriedade Chin";-21.0941020777809;-54.7495470673526;5007901;"Sidrolândia";"Bovinos"
19434;"2/1/2015";"REPRODUCAO";14;26;579046;"Propriedade Tomasa";-21.3291668965898;-54.7327743800377;5007109;"Ribas do Rio Pardo";545419;"Propriedade Ying";-21.3939377252217;-55.1558974893515;5005400;"Maracaju";"Bovinos"
24980;"8/8/2015";"REPRODUCAO";35;115;579046;"Propriedade Tomasa";-21.3291668965898;-54.7327743800377;5007109;"Ribas do Rio Pardo";545419;"Propriedade Ying";-21.3939377252217;-55.1558974893515;5005400;"Maracaju";"Bovinos"
11565;"12/11/2015";"REPRODUCAO";32;0;518207;"Propriedade Veronique";-21.2160703867861;-55.5380397059953;5006606;"Ponta Porã";551434;"Propriedade Margo";-22.277930937701;-55.2356719051783;5005251;"Laguna Carapã";"Bovinos"
21186;"17/4/2015";"ENGORDA";20;180;518207;"Propriedade Veronique";-21.2160703867861;-55.5380397059953;5006606;"Ponta Porã";551434;"Propriedade Margo";-22.277930937701;-55.2356719051783;5005251;"Laguna Carapã";"Bovinos"
23109;"2/3/2015";"ENGORDA";449;243;511651;"Propriedade Shona";-22.3729543808924;-54.8532596632415;5005400;"Maracaju";528875;"Propriedade Leora";-21.9445065547665;-54.6825179099836;5003702;"Dourados";"Bovinos"
21226;"27/9/2015";"ENGORDA";2;3;562626;"Propriedade Suzan";-22.1089206040813;-55.0591490058264;5003702;"Dourados";554477;"Propriedade Petra";-21.7176126410238;-55.3673951985251;5007208;"Rio Brilhante";"Bovinos"
21046;"23/4/2015";"ENGORDA";5;2;583007;"Propriedade Ellena";-19.4779301208133;-53.9827108016296;5002605;"Camapuã";554477;"Propriedade Petra";-21.7176126410238;-55.3673951985251;5007208;"Rio Brilhante";"Bovinos"
28586;"8/5/2015";"REPRODUCAO";5;4;550835;"Propriedade Milo";-21.4785299308348;-54.8670653864126;5004502;"Itaporã";554477;"Propriedade Petra";-21.7176126410238;-55.3673951985251;5007208;"Rio Brilhante";"Bovinos"
21683;"5/3/2015";"REPRODUCAO";12;8;534390;"Propriedade Odis";-21.4406496109884;-54.9501387808812;5007901;"Sidrolândia";517478;"Propriedade Lizabeth";-20.7284048358405;-54.6213615254971;5006002;"Nova Alvorada do Sul";"Bovinos"
18750;"5/1/2015";"ENGORDA";2;8;551917;"Propriedade Sherise";-21.1179798029749;-54.2948453105219;5002704;"Campo Grande";590273;"Propriedade Tameka";-21.1988172050746;-54.6192129733722;5007901;"Sidrolândia";"Bovinos"
25602;"26/11/2015";"REPRODUCAO";13;9;571871;"Propriedade Gordon";-21.4536064631362;-54.0277806105942;5002704;"Campo Grande";590273;"Propriedade Tameka";-21.1988172050746;-54.6192129733722;5007901;"Sidrolândia";"Bovinos"
17228;"29/3/2015";"REPRODUCAO";3;2;569014;"Propriedade Phillis";-21.0404005370171;-54.1646065298027;5006002;"Nova Alvorada do Sul";514380;"Propriedade Ashley";-21.8386808789815;-54.968915517518;5006606;"Ponta Porã";"Bovinos"
28440;"16/10/2015";"REPRODUCAO";4;0;543481;"Propriedade Khalilah";-21.8377378202448;-54.043601183689;5006002;"Nova Alvorada do Sul";502411;"Propriedade Neil";-22.2065025703326;-53.8253527798985;5007208;"Rio Brilhante";"Bovinos"
22894;"22/8/2015";"REPRODUCAO";2;3;547451;"Propriedade Pearly";-21.5732768668475;-54.1948473542375;5006002;"Nova Alvorada do Sul";586507;"Propriedade Pauletta";-21.3313309526456;-54.7563480667002;5007901;"Sidrolândia";"Bovinos"
20941;"24/8/2015";"ENGORDA";4;4;570581;"Propriedade Mercy";-21.6641350419;-53.848855098676;5006002;"Nova Alvorada do Sul";586507;"Propriedade Pauletta";-21.3313309526456;-54.7563480667002;5007901;"Sidrolândia";"Bovinos"
25891;"13/6/2015";"ENGORDA";2;2;592187;"Propriedade Cristine";-21.4038568505529;-54.0734742566625;5006002;"Nova Alvorada do Sul";586507;"Propriedade Pauletta";-21.3313309526456;-54.7563480667002;5007901;"Sidrolândia";"Bovinos"
28543;"23/7/2015";"REPRODUCAO";3;9;598808;"Propriedade Irina";-21.8336457228705;-54.8200629035903;5005400;"Maracaju";586507;"Propriedade Pauletta";-21.3313309526456;-54.7563480667002;5007901;"Sidrolândia";"Bovinos"
24114;"1/8/2015";"REPRODUCAO";9;0;577174;"Propriedade Drew";-21.8250165875135;-54.9079435054564;5007208;"Rio Brilhante";586507;"Propriedade Pauletta";-21.3313309526456;-54.7563480667002;5007901;"Sidrolândia";"Bovinos"
21121;"16/8/2015";"REPRODUCAO";2;75;514917;"Propriedade Mellisa";-21.3981106999607;-55.0713815831325;5007208;"Rio Brilhante";583362;"Propriedade Kirstin";-21.022153026726;-53.8753346508718;5002704;"Campo Grande";"Bovinos"
28174;"23/10/2015";"REPRODUCAO";5;4;558135;"Propriedade Pricilla";-21.1072601880488;-53.7867627809857;5006002;"Nova Alvorada do Sul";583362;"Propriedade Kirstin";-21.022153026726;-53.8753346508718;5002704;"Campo Grande";"Bovinos"
24622;"8/5/2015";"REPRODUCAO";3;25;510099;"Propriedade Lanell";-21.8211976642867;-54.2305417817273;5003454;"Deodápolis";583362;"Propriedade Kirstin";-21.022153026726;-53.8753346508718;5002704;"Campo Grande";"Bovinos"
25895;"9/2/2015";"REPRODUCAO";1;21;509041;"Propriedade Ila";-22.0545138747354;-54.4649843563183;5003702;"Dourados";583362;"Propriedade Kirstin";-21.022153026726;-53.8753346508718;5002704;"Campo Grande";"Bovinos"
10526;"28/5/2015";"REPRODUCAO";42;58;541266;"Propriedade Inger";-21.3387106358885;-54.4920999902335;5002704;"Campo Grande";583362;"Propriedade Kirstin";-21.022153026726;-53.8753346508718;5002704;"Campo Grande";"Bovinos"
29283;"25/6/2015";"REPRODUCAO";5;25;558135;"Propriedade Pricilla";-21.1072601880488;-53.7867627809857;5006002;"Nova Alvorada do Sul";583362;"Propriedade Kirstin";-21.022153026726;-53.8753346508718;5002704;"Campo Grande";"Bovinos"
21449;"22/1/2015";"REPRODUCAO";15;7;563482;"Propriedade Clarice";-21.8999668742351;-54.926326015659;5005400;"Maracaju";583362;"Propriedade Kirstin";-21.022153026726;-53.8753346508718;5002704;"Campo Grande";"Bovinos"
26625;"6/3/2015";"ENGORDA";10;7;528816;"Propriedade Sally";-20.5099587759268;-54.2401213145073;5007901;"Sidrolândia";583362;"Propriedade Kirstin";-21.022153026726;-53.8753346508718;5002704;"Campo Grande";"Bovinos"
22364;"12/2/2015";"REPRODUCAO";28;2;574699;"Propriedade Delena";-22.0831230652919;-54.5286584053252;5004700;"Ivinhema";583362;"Propriedade Kirstin";-21.022153026726;-53.8753346508718;5002704;"Campo Grande";"Bovinos"
24656;"31/10/2015";"REPRODUCAO";20;6;563482;"Propriedade Clarice";-21.8999668742351;-54.926326015659;5005400;"Maracaju";583362;"Propriedade Kirstin";-21.022153026726;-53.8753346508718;5002704;"Campo Grande";"Bovinos"
21235;"25/6/2015";"REPRODUCAO";12;18;568822;"Propriedade Dee";-20.9966607096989;-54.3062575374035;5007901;"Sidrolândia";583362;"Propriedade Kirstin";-21.022153026726;-53.8753346508718;5002704;"Campo Grande";"Bovinos"
28550;"1/8/2015";"REPRODUCAO";7;7;597210;"Propriedade Xenia";-21.7970743697967;-54.3122291921261;5006002;"Nova Alvorada do Sul";511050;"Propriedade Isaiah";-20.730381807586;-54.2095399180156;5002704;"Campo Grande";"Bovinos"
23529;"30/7/2015";"REPRODUCAO";2;27;597210;"Propriedade Xenia";-21.7970743697967;-54.3122291921261;5006002;"Nova Alvorada do Sul";511050;"Propriedade Isaiah";-20.730381807586;-54.2095399180156;5002704;"Campo Grande";"Bovinos"
17953;"8/3/2015";"REPRODUCAO";11;3;597210;"Propriedade Xenia";-21.7970743697967;-54.3122291921261;5006002;"Nova Alvorada do Sul";511050;"Propriedade Isaiah";-20.730381807586;-54.2095399180156;5002704;"Campo Grande";"Bovinos"
11738;"9/10/2015";"REPRODUCAO";1;4;595797;"Propriedade Aurelia";-21.9593732541085;-55.6906096254976;5005400;"Maracaju";513386;"Propriedade Manda";-21.0827393204572;-54.0157488858031;5002704;"Campo Grande";"Bovinos"
27067;"5/1/2015";"REPRODUCAO";117;13;526501;"Propriedade Jazmin";-22.0367407296737;-55.1564170294964;5006606;"Ponta Porã";560455;"Propriedade Carla";-21.9540865574534;-54.2993389699513;5006002;"Nova Alvorada do Sul";"Bovinos"
19073;"19/6/2015";"REPRODUCAO";3;0;510949;"Propriedade Elsy";-21.3225957587513;-54.3255014559721;5006002;"Nova Alvorada do Sul";560455;"Propriedade Carla";-21.9540865574534;-54.2993389699513;5006002;"Nova Alvorada do Sul";"Bovinos"
16273;"2/4/2015";"REPRODUCAO";21;0;571386;"Propriedade Lonnie";-21.6486536381651;-54.8476397396404;5007208;"Rio Brilhante";538214;"Propriedade Troy";-21.4968342285162;-53.9332963332007;5007208;"Rio Brilhante";"Bovinos"
14939;"3/2/2015";"ENGORDA";386;49;553053;"Propriedade Ruthe";-20.8135092657175;-54.3911375632346;5007901;"Sidrolândia";571977;"Propriedade Dolly";-20.9464868146925;-54.5704620024275;5002704;"Campo Grande";"Bovinos"
11496;"2/3/2015";"REPRODUCAO";126;459;581964;"Propriedade Lucina";-21.4840919802563;-54.3465958731685;5003702;"Dourados";571977;"Propriedade Dolly";-20.9464868146925;-54.5704620024275;5002704;"Campo Grande";"Bovinos"
16443;"2/5/2015";"REPRODUCAO";3;1;530143;"Propriedade Shala";-21.3002689519938;-54.8504510337494;5007208;"Rio Brilhante";500466;"Propriedade Dortha";-21.3420974439123;-54.3921660353353;5006002;"Nova Alvorada do Sul";"Bovinos"
28821;"26/3/2015";"REPRODUCAO";17;2;592174;"Propriedade Janyce";-22.021970060561;-54.812183978568;5006606;"Ponta Porã";568509;"Propriedade Georgeanna";-21.9037388747106;-54.5715896953392;5006002;"Nova Alvorada do Sul";"Bovinos"
12376;"9/2/2015";"ENGORDA";1;0;535709;"Propriedade Jeanie";-21.5093853723787;-53.7681526226319;5007208;"Rio Brilhante";568509;"Propriedade Georgeanna";-21.9037388747106;-54.5715896953392;5006002;"Nova Alvorada do Sul";"Bovinos"
17551;"17/12/2015";"REPRODUCAO";9;1;580767;"Propriedade Heike";-20.9364278507764;-54.0399928866684;5007109;"Ribas do Rio Pardo";568509;"Propriedade Georgeanna";-21.9037388747106;-54.5715896953392;5006002;"Nova Alvorada do Sul";"Bovinos"
23550;"17/8/2015";"ENGORDA";18;32;529549;"Propriedade Jackeline";-21.3241418770465;-54.2362200111186;5007901;"Sidrolândia";568509;"Propriedade Georgeanna";-21.9037388747106;-54.5715896953392;5006002;"Nova Alvorada do Sul";"Bovinos"
12098;"24/7/2015";"REPRODUCAO";9;25;539882;"Propriedade Victorina";-20.8152154331861;-55.0177380494215;5007208;"Rio Brilhante";568509;"Propriedade Georgeanna";-21.9037388747106;-54.5715896953392;5006002;"Nova Alvorada do Sul";"Bovinos"
24359;"16/3/2015";"REPRODUCAO";17;3;525373;"Propriedade Madge";-21.8723893361008;-54.7409013643746;5007901;"Sidrolândia";568509;"Propriedade Georgeanna";-21.9037388747106;-54.5715896953392;5006002;"Nova Alvorada do Sul";"Bovinos"
14134;"24/4/2015";"REPRODUCAO";6;3;521705;"Propriedade Un";-21.0464536861332;-54.5193973787093;5002704;"Campo Grande";547795;"Propriedade Romana";-21.652610563172;-53.8757412271235;5002704;"Campo Grande";"Bovinos"
16636;"25/5/2015";"ENGORDA";22;8;546907;"Propriedade Ariel";-21.9087918904295;-53.9009410035909;5006002;"Nova Alvorada do Sul";547795;"Propriedade Romana";-21.652610563172;-53.8757412271235;5002704;"Campo Grande";"Bovinos"
24739;"24/4/2015";"REPRODUCAO";14;10;547617;"Propriedade Gail";-21.415092078372;-53.8737160319806;5000856;"Angélica";547795;"Propriedade Romana";-21.652610563172;-53.8757412271235;5002704;"Campo Grande";"Bovinos"
24738;"17/7/2015";"ENGORDA";7;17;578166;"Propriedade Theresia";-21.618282055089;-53.9394797455319;5007208;"Rio Brilhante";547795;"Propriedade Romana";-21.652610563172;-53.8757412271235;5002704;"Campo Grande";"Bovinos"
12630;"9/4/2015";"ENGORDA";6;0;592477;"Propriedade Lashaun";-21.2084177598138;-54.8179781424666;5006002;"Nova Alvorada do Sul";547795;"Propriedade Romana";-21.652610563172;-53.8757412271235;5002704;"Campo Grande";"Bovinos"
24430;"15/6/2015";"REPRODUCAO";6;20;594157;"Propriedade Marvella";-22.1201668053368;-55.4190974349681;5006606;"Ponta Porã";547795;"Propriedade Romana";-21.652610563172;-53.8757412271235;5002704;"Campo Grande";"Bovinos"
22043;"8/5/2015";"REPRODUCAO";9;23;598541;"Propriedade Wendi";-21.4220960776506;-54.9161154025556;5007901;"Sidrolândia";547795;"Propriedade Romana";-21.652610563172;-53.8757412271235;5002704;"Campo Grande";"Bovinos"
23495;"13/4/2015";"REPRODUCAO";14;31;595820;"Propriedade Bryce";-21.411257837668;-54.4281104523521;5002704;"Campo Grande";555293;"Propriedade Hosea";-21.5029895140979;-54.4833818761267;5002704;"Campo Grande";"Bovinos"
23404;"18/5/2015";"REPRODUCAO";44;0;595820;"Propriedade Bryce";-21.411257837668;-54.4281104523521;5002704;"Campo Grande";555293;"Propriedade Hosea";-21.5029895140979;-54.4833818761267;5002704;"Campo Grande";"Bovinos"
11988;"22/6/2015";"REPRODUCAO";50;0;595820;"Propriedade Bryce";-21.411257837668;-54.4281104523521;5002704;"Campo Grande";555293;"Propriedade Hosea";-21.5029895140979;-54.4833818761267;5002704;"Campo Grande";"Bovinos"
23020;"21/11/2015";"ENGORDA";12;8;569407;"Propriedade Eliseo";-21.9835241858861;-53.8173171286874;5003702;"Dourados";579728;"Propriedade Barney";-21.5278967960946;-54.2993081275741;5006002;"Nova Alvorada do Sul";"Bovinos"
22503;"12/4/2015";"REPRODUCAO";1;49;556615;"Propriedade Son";-20.5732141930089;-54.2893649479954;5002704;"Campo Grande";579728;"Propriedade Barney";-21.5278967960946;-54.2993081275741;5006002;"Nova Alvorada do Sul";"Bovinos"
10112;"2/5/2015";"REPRODUCAO";10;0;578573;"Propriedade Denice";-21.1389233750938;-54.8247348849895;5007901;"Sidrolândia";579728;"Propriedade Barney";-21.5278967960946;-54.2993081275741;5006002;"Nova Alvorada do Sul";"Bovinos"
28385;"29/3/2015";"REPRODUCAO";4;8;543841;"Propriedade Loni";-21.8084956779605;-53.870779744805;5007208;"Rio Brilhante";579728;"Propriedade Barney";-21.5278967960946;-54.2993081275741;5006002;"Nova Alvorada do Sul";"Bovinos"
22236;"23/3/2015";"REPRODUCAO";25;14;571916;"Propriedade Robena";-21.645743267022;-54.8398881734082;5004502;"Itaporã";579728;"Propriedade Barney";-21.5278967960946;-54.2993081275741;5006002;"Nova Alvorada do Sul";"Bovinos"
11462;"1/10/2015";"REPRODUCAO";3;6;548842;"Propriedade Mariann";-21.2177088199029;-53.9207726152628;5007901;"Sidrolândia";579728;"Propriedade Barney";-21.5278967960946;-54.2993081275741;5006002;"Nova Alvorada do Sul";"Bovinos"
24854;"22/6/2015";"REPRODUCAO";10;5;567344;"Propriedade Kaley";-22.5007379262412;-55.2337315625519;5003702;"Dourados";579728;"Propriedade Barney";-21.5278967960946;-54.2993081275741;5006002;"Nova Alvorada do Sul";"Bovinos"
27501;"30/10/2015";"ENGORDA";5;16;517482;"Propriedade Laree";-21.7678853927945;-53.996610428234;5007208;"Rio Brilhante";579728;"Propriedade Barney";-21.5278967960946;-54.2993081275741;5006002;"Nova Alvorada do Sul";"Bovinos"
